date,usd_twd_rate
2019/07/08,31.196
2019/07/09,31.181
2019/07/10,31.160
2019/07/11,31.026
2019/07/12,31.081
2019/07/15,31.052
2019/07/16,31.042
2019/07/17,31.075
2019/07/18,31.077
2019/07/19,31.050
2019/07/22,31.083
2019/07/23,31.091
2019/07/24,31.084
2019/07/25,31.085
2019/07/26,31.090
2019/07/29,31.102
2019/07/30,31.075
2019/07/31,31.096
2019/08/01,31.182
2019/08/02,31.376
2019/08/05,31.628
2019/08/06,31.510
2019/08/07,31.487
2019/08/08,31.363
2019/08/12,31.400
2019/08/13,31.506
2019/08/14,31.402
2019/08/15,31.405
2019/08/16,31.366
2019/08/19,31.352
2019/08/20,31.405
2019/08/21,31.366
2019/08/22,31.384
2019/08/23,31.402
2019/08/26,31.451
2019/08/27,31.415
2019/08/28,31.420
2019/08/29,31.442
2019/08/30,31.410
2019/09/02,31.402
2019/09/03,31.432
2019/09/04,31.365
2019/09/05,31.280
2019/09/06,31.257
2019/09/09,31.250
2019/09/10,31.230
2019/09/11,31.220
2019/09/12,31.055
2019/09/16,31.002
2019/09/17,31.035
2019/09/18,31.000
2019/09/19,31.006
2019/09/20,30.980
2019/09/23,31.057
2019/09/24,31.013
2019/09/25,31.034
2019/09/26,31.040
2019/09/27,31.042
2019/10/01,31.045
2019/10/02,31.063
2019/10/03,31.064
2019/10/04,30.973
2019/10/05,30.973
2019/10/07,30.902
2019/10/08,30.842
2019/10/09,30.850
2019/10/14,30.620
2019/10/15,30.686
2019/10/16,30.722
2019/10/17,30.681
2019/10/18,30.611
2019/10/21,30.592
2019/10/22,30.594
2019/10/23,30.611
2019/10/24,30.586
2019/10/25,30.594
2019/10/28,30.572
2019/10/29,30.522
2019/10/30,30.533
2019/10/31,30.462
2019/11/01,30.479
2019/11/04,30.405
2019/11/05,30.371
2019/11/06,30.400
2019/11/07,30.406
2019/11/08,30.412
2019/11/11,30.435
2019/11/12,30.422
2019/11/13,30.503
2019/11/14,30.582
2019/11/15,30.538
2019/11/18,30.501
2019/11/19,30.509
2019/11/20,30.500
2019/11/21,30.524
2019/11/22,30.517
2019/11/25,30.507
2019/11/26,30.512
2019/11/27,30.515
2019/11/28,30.505
2019/11/29,30.513
2019/12/02,30.509
2019/12/03,30.507
2019/12/04,30.508
2019/12/05,30.500
2019/12/06,30.500
2019/12/09,30.502
2019/12/10,30.503
2019/12/11,30.505
2019/12/12,30.406
2019/12/13,30.317
2019/12/16,30.263
2019/12/17,30.210
2019/12/18,30.233
2019/12/19,30.208
2019/12/20,30.210
2019/12/23,30.215
2019/12/24,30.205
2019/12/25,30.203
2019/12/26,30.201
2019/12/27,30.203
2019/12/30,30.135
2019/12/31,30.106
2020/01/02,30.114
2020/01/03,30.105
2020/01/06,30.110
2020/01/07,30.082
2020/01/08,30.087
2020/01/09,30.008
2020/01/10,30.019
2020/01/13,29.952
2020/01/14,29.942
2020/01/15,29.950
2020/01/16,29.955
2020/01/17,29.960
2020/01/20,29.960
2020/01/21,29.998
2020/01/22,30.006
2020/01/30,30.277
2020/01/31,30.250
2020/02/03,30.332
2020/02/04,30.207
2020/02/05,30.152
2020/02/06,30.082
2020/02/07,30.126
2020/02/10,30.102
2020/02/11,30.068
2020/02/12,30.032
2020/02/13,30.037
2020/02/14,30.051
2020/02/15,30.051
2020/02/17,30.056
2020/02/18,30.125
2020/02/19,30.152
2020/02/20,30.254
2020/02/21,30.403
2020/02/24,30.472
2020/02/25,30.402
2020/02/26,30.383
2020/02/27,30.330
2020/03/02,30.124
2020/03/03,30.087
2020/03/04,30.038
2020/03/05,29.960
2020/03/06,30.040
2020/03/09,30.130
2020/03/10,30.036
2020/03/11,30.095
2020/03/12,30.150
2020/03/13,30.210
2020/03/16,30.220
2020/03/17,30.250
2020/03/18,30.276
2020/03/19,30.506
2020/03/20,30.302
2020/03/23,30.405
2020/03/24,30.316
2020/03/25,30.325
2020/03/26,30.306
2020/03/27,30.236
2020/03/30,30.250
2020/03/31,30.254
2020/04/01,30.308
2020/04/06,30.231
2020/04/07,30.152
2020/04/08,30.160
2020/04/09,30.152
2020/04/10,30.103
2020/04/13,30.120
2020/04/14,30.071
2020/04/15,30.031
2020/04/16,30.120
2020/04/17,30.102
2020/04/20,30.072
2020/04/21,30.102
2020/04/22,30.100
2020/04/23,30.072
2020/04/24,30.080
2020/04/27,30.025
2020/04/28,30.036
2020/04/29,29.951
2020/04/30,29.802
2020/05/04,29.900
2020/05/05,29.880
2020/05/06,29.910
2020/05/07,29.950
2020/05/08,29.902
2020/05/11,29.861
2020/05/12,29.920
2020/05/13,29.906
2020/05/14,29.948
2020/05/15,29.950
2020/05/18,29.980
2020/05/19,29.950
2020/05/20,29.960
2020/05/21,29.950
2020/05/22,30.009
2020/05/25,30.076
2020/05/26,29.988
2020/05/27,30.030
2020/05/28,30.045
2020/05/29,30.032
2020/06/01,29.952
2020/06/02,29.988
2020/06/03,29.905
2020/06/04,29.926
2020/06/05,29.839
2020/06/08,29.811
2020/06/09,29.803
2020/06/10,29.716
2020/06/11,29.733
2020/06/12,29.762
2020/06/15,29.770
2020/06/16,29.704
2020/06/17,29.682
2020/06/18,29.655
2020/06/19,29.660
2020/06/20,29.660
2020/06/22,29.660
2020/06/23,29.635
2020/06/24,29.640
2020/06/29,29.625
2020/06/30,29.660
2020/07/01,29.612
2020/07/02,29.586
2020/07/03,29.609
2020/07/06,29.551
2020/07/07,29.580
2020/07/08,29.606
2020/07/09,29.581
2020/07/10,29.613
2020/07/13,29.584
2020/07/14,29.595
2020/07/15,29.582
2020/07/16,29.596
2020/07/17,29.593
2020/07/20,29.565
2020/07/21,29.553
2020/07/22,29.527
2020/07/23,29.536
2020/07/24,29.556
2020/07/27,29.507
2020/07/28,29.502
2020/07/29,29.501
2020/07/30,29.521
2020/07/31,29.502
2020/08/03,29.531
2020/08/04,29.539
2020/08/05,29.506
2020/08/06,29.503
2020/08/07,29.514
2020/08/10,29.520
2020/08/11,29.531
2020/08/12,29.540
2020/08/13,29.536
2020/08/14,29.542
2020/08/17,29.526
2020/08/18,29.518
2020/08/19,29.508
2020/08/20,29.522
2020/08/21,29.512
2020/08/24,29.517
2020/08/25,29.507
2020/08/26,29.515
2020/08/27,29.510
2020/08/28,29.521
2020/08/31,29.526
2020/09/01,29.521
2020/09/02,29.526
2020/09/03,29.531
2020/09/04,29.537
2020/09/07,29.524
2020/09/08,29.505
2020/09/09,29.530
2020/09/10,29.519
2020/09/11,29.506
2020/09/14,29.486
2020/09/15,29.380
2020/09/16,29.308
2020/09/17,29.310
2020/09/18,29.152
2020/09/21,29.158
2020/09/22,29.202
2020/09/23,29.216
2020/09/24,29.318
2020/09/25,29.275
2020/09/26,29.276
2020/09/28,29.220
2020/09/29,29.151
2020/09/30,29.126
2020/10/05,29.020
2020/10/06,28.960
2020/10/07,28.965
2020/10/08,28.966
2020/10/12,28.909
2020/10/13,28.920
2020/10/14,28.952
2020/10/15,28.960
2020/10/16,28.979
2020/10/19,28.950
2020/10/20,28.932
2020/10/21,28.892
2020/10/22,28.903
2020/10/23,28.917
2020/10/26,28.902
2020/10/27,28.872
2020/10/28,28.906
2020/10/29,28.914
2020/10/30,28.925
2020/11/02,28.909
2020/11/03,28.920
2020/11/04,29.006
2020/11/05,28.874
2020/11/06,28.876
2020/11/09,28.825
2020/11/10,28.856
2020/11/11,28.830
2020/11/12,28.860
2020/11/13,28.847
2020/11/16,28.810
2020/11/17,28.815
2020/11/18,28.758
2020/11/19,28.818
2020/11/20,28.820
2020/11/23,28.803
2020/11/24,28.831
2020/11/25,28.816
2020/11/26,28.811
2020/11/27,28.811
2020/11/30,28.824
2020/12/01,28.837
2020/12/02,28.766
2020/12/03,28.668
2020/12/04,28.521
2020/12/07,28.534
2020/12/08,28.516
2020/12/09,28.510
2020/12/10,28.506
2020/12/11,28.440
2020/12/14,28.450
2020/12/15,28.460
2020/12/16,28.476
2020/12/17,28.481
2020/12/18,28.489
2020/12/21,28.517
2020/12/22,28.545
2020/12/23,28.555
2020/12/24,28.533
2020/12/25,28.541
2020/12/28,28.525
2020/12/29,28.515
2020/12/30,28.507
2020/12/31,28.508
2021/01/04,28.424
2021/01/05,28.402
2021/01/06,28.407
2021/01/07,28.429
2021/01/08,28.457
2021/01/11,28.485
2021/01/12,28.481
2021/01/13,28.445
2021/01/14,28.467
2021/01/15,28.480
2021/01/18,28.490
2021/01/19,28.471
2021/01/20,28.415
2021/01/21,28.373
2021/01/22,28.381
2021/01/25,28.391
2021/01/26,28.410
2021/01/27,28.380
2021/01/28,28.422
2021/01/29,28.412
2021/02/01,28.385
2021/02/02,28.387
2021/02/03,28.377
2021/02/04,28.382
2021/02/05,28.390
2021/02/08,28.390
2021/02/09,28.390
2021/02/17,28.380
2021/02/18,28.330
2021/02/19,28.338
2021/02/20,28.338
2021/02/22,28.336
2021/02/23,28.302
2021/02/24,28.306
2021/02/25,28.256
2021/02/26,28.306
2021/03/02,28.319
2021/03/03,28.258
2021/03/04,28.266
2021/03/05,28.276
2021/03/08,28.303
2021/03/09,28.390
2021/03/10,28.326
2021/03/11,28.241
2021/03/12,28.187
2021/03/15,28.243
2021/03/16,28.263
2021/03/17,28.302
2021/03/18,28.306
2021/03/19,28.463
2021/03/22,28.492
2021/03/23,28.482
2021/03/24,28.538
2021/03/25,28.610
2021/03/26,28.602
2021/03/29,28.552
2021/03/30,28.519
2021/03/31,28.531
2021/04/01,28.533
2021/04/06,28.486
2021/04/07,28.427
2021/04/08,28.430
2021/04/09,28.436
2021/04/12,28.459
2021/04/13,28.465
2021/04/14,28.435
2021/04/15,28.382
2021/04/16,28.341
2021/04/19,28.205
2021/04/20,28.138
2021/04/21,28.151
2021/04/22,28.141
2021/04/23,28.111
2021/04/26,27.959
2021/04/27,27.905
2021/04/28,27.938
2021/04/29,27.950
2021/05/03,27.979
2021/05/04,27.952
2021/05/05,27.960
2021/05/06,27.990
2021/05/07,27.908
2021/05/10,27.816
2021/05/11,27.952
2021/05/12,27.955
2021/05/13,27.996
2021/05/14,28.012
2021/05/17,28.042
2021/05/18,27.952
2021/05/19,27.982
2021/05/20,28.012
2021/05/21,27.940
2021/05/24,27.950
2021/05/25,27.876
2021/05/26,27.821
2021/05/27,27.822
2021/05/28,27.767
2021/05/31,27.657
2021/06/01,27.637
2021/06/02,27.720
2021/06/03,27.704
2021/06/04,27.721
2021/06/07,27.712
2021/06/08,27.703
2021/06/09,27.767
2021/06/10,27.704
2021/06/11,27.631
2021/06/15,27.652
2021/06/16,27.691
2021/06/17,27.765
2021/06/18,27.810
2021/06/21,27.952
2021/06/22,27.962
2021/06/23,28.006
2021/06/24,28.002
2021/06/25,27.907
2021/06/28,27.910
2021/06/29,27.908
2021/06/30,27.870
2021/07/01,27.904
2021/07/02,27.990
2021/07/05,27.915
2021/07/06,27.916
2021/07/07,27.993
2021/07/08,28.034
2021/07/09,28.086
2021/07/12,28.015
2021/07/13,27.997
2021/07/14,28.007
2021/07/15,27.892
2021/07/16,28.005
2021/07/19,28.052
2021/07/20,28.060
2021/07/21,28.073
2021/07/22,28.018
2021/07/23,28.028
2021/07/26,28.072
2021/07/27,28.055
2021/07/28,28.005
2021/07/29,27.945
2021/07/30,27.966
2021/08/02,27.932
2021/08/03,27.930
2021/08/04,27.833
2021/08/05,27.781
2021/08/06,27.813
2021/08/09,27.826
2021/08/10,27.831
2021/08/11,27.847
2021/08/12,27.819
2021/08/13,27.860
2021/08/16,27.848
2021/08/17,27.869
2021/08/18,27.843
2021/08/19,27.969
2021/08/20,28.008
2021/08/23,27.985
2021/08/24,27.942
2021/08/25,27.927
2021/08/26,27.937
2021/08/27,27.928
2021/08/30,27.813
2021/08/31,27.772
2021/09/01,27.742
2021/09/02,27.732
2021/09/03,27.703
2021/09/06,27.663
2021/09/07,27.673
2021/09/08,27.746
2021/09/09,27.752
2021/09/10,27.690
2021/09/11,27.710
2021/09/13,27.720
2021/09/14,27.713
2021/09/15,27.708
2021/09/16,27.715
2021/09/17,27.736
2021/09/22,27.782
2021/09/23,27.773
2021/09/24,27.731
2021/09/27,27.722
2021/09/28,27.785
2021/09/29,27.820
2021/09/30,27.866
2021/10/01,27.882
2021/10/04,27.866
2021/10/05,27.907
2021/10/06,27.970
2021/10/07,27.952
2021/10/08,28.046
2021/10/12,28.152
2021/10/13,28.145
2021/10/14,28.103
2021/10/15,28.027
2021/10/18,28.015
2021/10/19,27.935
2021/10/20,27.911
2021/10/21,27.912
2021/10/22,27.902
2021/10/25,27.876
2021/10/26,27.842
2021/10/27,27.827
2021/10/28,27.834
2021/10/29,27.820
2021/11/01,27.850
2021/11/02,27.850
2021/11/03,27.853
2021/11/04,27.866
2021/11/05,27.882
2021/11/08,27.842
2021/11/09,27.772
2021/11/10,27.785
2021/11/11,27.840
2021/11/12,27.836
2021/11/15,27.782
2021/11/16,27.790
2021/11/17,27.815
2021/11/18,27.803
2021/11/19,27.795
2021/11/22,27.783
2021/11/23,27.809
2021/11/24,27.793
2021/11/25,27.801
2021/11/26,27.836
2021/11/29,27.807
2021/11/30,27.810
2021/12/01,27.760
2021/12/02,27.766
2021/12/03,27.723
2021/12/06,27.741
2021/12/07,27.771
2021/12/08,27.742
2021/12/09,27.710
2021/12/10,27.737
2021/12/13,27.796
2021/12/14,27.816
2021/12/15,27.804
2021/12/16,27.817
2021/12/17,27.780
2021/12/20,27.840
2021/12/21,27.825
2021/12/22,27.820
2021/12/23,27.788
2021/12/24,27.738
2021/12/27,27.715
2021/12/28,27.685
2021/12/29,27.688
2021/12/30,27.690
2022/01/03,27.632
2022/01/04,27.642
2022/01/05,27.621
2022/01/06,27.651
2022/01/07,27.690
2022/01/10,27.668
2022/01/11,27.684
2022/01/12,27.668
2022/01/13,27.648
2022/01/14,27.624
2022/01/17,27.607
2022/01/18,27.624
2022/01/19,27.651
2022/01/20,27.636
2022/01/21,27.702
2022/01/22,27.700
2022/01/24,27.696
2022/01/25,27.717
2022/01/26,27.745
2022/01/27,27.806
2022/01/28,27.828
2022/02/07,27.841
2022/02/08,27.838
2022/02/09,27.822
2022/02/10,27.825
2022/02/11,27.846
2022/02/14,27.873
2022/02/15,27.892
2022/02/16,27.892
2022/02/17,27.872
2022/02/18,27.870
2022/02/21,27.830
2022/02/22,27.880
2022/02/23,27.884
2022/02/24,28.023
2022/02/25,28.021
2022/03/01,28.020
2022/03/02,28.070
2022/03/03,28.061
2022/03/04,28.115
2022/03/07,28.250
2022/03/08,28.362
2022/03/09,28.435
2022/03/10,28.345
2022/03/11,28.403
2022/03/14,28.530
2022/03/15,28.612
2022/03/16,28.625
2022/03/17,28.456
2022/03/18,28.360
2022/03/21,28.487
2022/03/22,28.543
2022/03/23,28.551
2022/03/24,28.602
2022/03/25,28.613
2022/03/28,28.755
2022/03/29,28.765
2022/03/30,28.580
2022/03/31,28.622
2022/04/01,28.705
2022/04/06,28.770
2022/04/07,28.828
2022/04/08,28.906
2022/04/11,29.050
2022/04/12,29.145
2022/04/13,29.086
2022/04/14,29.004
2022/04/15,29.118
2022/04/18,29.186
2022/04/19,29.230
2022/04/20,29.249
2022/04/21,29.209
2022/04/22,29.260
2022/04/25,29.370
2022/04/26,29.310
2022/04/27,29.396
2022/04/28,29.525
2022/04/29,29.480
2022/05/03,29.530
2022/05/04,29.525
2022/05/05,29.509
2022/05/06,29.660
2022/05/09,29.733
2022/05/10,29.712
2022/05/11,29.705
2022/05/12,29.823
2022/05/13,29.807
2022/05/16,29.814
2022/05/17,29.732
2022/05/18,29.710
2022/05/19,29.769
2022/05/20,29.655
2022/05/23,29.620
2022/05/24,29.622
2022/05/25,29.556
2022/05/26,29.505
2022/05/27,29.350
2022/05/30,29.144
2022/05/31,29.065
2022/06/01,29.270
2022/06/02,29.388
2022/06/06,29.415
2022/06/07,29.514
2022/06/08,29.520
2022/06/09,29.526
2022/06/10,29.584
2022/06/13,29.742
2022/06/14,29.708
2022/06/15,29.740
2022/06/16,29.735
2022/06/17,29.720
2022/06/20,29.740
2022/06/21,29.715
2022/06/22,29.790
2022/06/23,29.782
2022/06/24,29.732
2022/06/27,29.612
2022/06/28,29.640
2022/06/29,29.682
2022/06/30,29.726
2022/07/01,29.755
2022/07/04,29.745
2022/07/05,29.765
2022/07/06,29.810
2022/07/07,29.790
2022/07/08,29.782
2022/07/11,29.818
2022/07/12,29.895
2022/07/13,29.855
2022/07/14,29.889
2022/07/15,29.946
2022/07/18,29.914
2022/07/19,29.902
2022/07/20,29.896
2022/07/21,29.890
2022/07/22,29.916
2022/07/25,29.908
2022/07/26,29.914
2022/07/27,29.933
2022/07/28,29.928
2022/07/29,29.938
2022/08/01,29.980
2022/08/02,29.996
2022/08/03,29.990
2022/08/04,29.994
2022/08/05,29.950
2022/08/08,29.996
2022/08/09,29.990
2022/08/10,29.997
2022/08/11,29.942
2022/08/12,29.970
2022/08/15,29.990
2022/08/16,29.994
2022/08/17,29.981
2022/08/18,29.991
2022/08/19,30.020
2022/08/22,30.095
2022/08/23,30.204
2022/08/24,30.271
2022/08/25,30.194
2022/08/26,30.218
2022/08/29,30.396
2022/08/30,30.468
2022/08/31,30.435
2022/09/01,30.531
2022/09/02,30.588
2022/09/05,30.710
2022/09/06,30.746
2022/09/07,30.928
2022/09/08,30.895
2022/09/12,30.870
2022/09/13,30.890
2022/09/14,31.088
2022/09/15,31.130
2022/09/16,31.293
2022/09/19,31.350
2022/09/20,31.345
2022/09/21,31.440
2022/09/22,31.616
2022/09/23,31.665
2022/09/26,31.818
2022/09/27,31.780
2022/09/28,31.871
2022/09/29,31.847
2022/09/30,31.743
2022/10/03,31.868
2022/10/04,31.748
2022/10/05,31.568
2022/10/06,31.530
2022/10/07,31.668
2022/10/11,31.867
2022/10/12,31.839
2022/10/13,31.889
2022/10/14,31.884
2022/10/17,31.997
2022/10/18,31.994
2022/10/19,32.022
2022/10/20,32.107
2022/10/21,32.188
2022/10/24,32.226
2022/10/25,32.319
2022/10/26,32.215
2022/10/27,32.108
2022/10/28,32.148
2022/10/31,32.210
2022/11/01,32.179
2022/11/02,32.170
2022/11/03,32.245
2022/11/04,32.185
2022/11/07,32.082
2022/11/08,32.062
2022/11/09,31.903
2022/11/10,31.905
2022/11/11,31.410
2022/11/14,31.116
2022/11/15,31.105
2022/11/16,31.115
2022/11/17,31.158
2022/11/18,31.170
2022/11/21,31.210
2022/11/22,31.213
2022/11/23,31.218
2022/11/24,31.027
2022/11/25,30.905
2022/11/28,31.012
2022/11/29,30.952
2022/11/30,30.902
2022/12/01,30.633
2022/12/02,30.605
2022/12/05,30.455
2022/12/06,30.638
2022/12/07,30.662
2022/12/08,30.685
2022/12/09,30.622
2022/12/12,30.714
2022/12/13,30.724
2022/12/14,30.582
2022/12/15,30.625
2022/12/16,30.710
2022/12/19,30.740
2022/12/20,30.720
2022/12/21,30.709
2022/12/22,30.680
2022/12/23,30.712
2022/12/26,30.708
2022/12/27,30.691
2022/12/28,30.715
2022/12/29,30.732
2022/12/30,30.708
2023/01/03,30.698
2023/01/04,30.714
2023/01/05,30.710
2023/01/06,30.712
2023/01/07,30.695
2023/01/09,30.520
2023/01/10,30.463
2023/01/11,30.435
2023/01/12,30.458
2023/01/13,30.387
2023/01/16,30.268
2023/01/17,30.315
2023/01/18,30.333
2023/01/19,30.368
2023/01/30,30.137
2023/01/31,30.052
2023/02/01,29.965
2023/02/02,29.700
2023/02/03,29.720
2023/02/04,29.900
2023/02/06,29.984
2023/02/07,30.043
2023/02/08,30.060
2023/02/09,30.068
2023/02/10,30.136
2023/02/13,30.238
2023/02/14,30.215
2023/02/15,30.308
2023/02/16,30.280
2023/02/17,30.404
2023/02/18,30.410
2023/02/20,30.371
2023/02/21,30.415
2023/02/22,30.504
2023/02/23,30.405
2023/02/24,30.480
2023/03/01,30.588
2023/03/02,30.630
2023/03/03,30.627
2023/03/06,30.576
2023/03/07,30.594
2023/03/08,30.790
2023/03/09,30.810
2023/03/10,30.848
2023/03/13,30.651
2023/03/14,30.620
2023/03/15,30.592
2023/03/16,30.631
2023/03/17,30.554
2023/03/20,30.593
2023/03/21,30.563
2023/03/22,30.526
2023/03/23,30.372
2023/03/24,30.353
2023/03/25,30.388
2023/03/27,30.372
2023/03/28,30.385
2023/03/29,30.455
2023/03/30,30.461
2023/03/31,30.454
2023/04/06,30.528
2023/04/07,30.446
2023/04/10,30.452
2023/04/11,30.475
2023/04/12,30.505
2023/04/13,30.496
2023/04/14,30.465
2023/04/17,30.494
2023/04/18,30.527
2023/04/19,30.562
2023/04/20,30.612
2023/04/21,30.622
2023/04/24,30.645
2023/04/25,30.680
2023/04/26,30.725
2023/04/27,30.710
2023/04/28,30.740
2023/05/02,30.782
2023/05/03,30.746
2023/05/04,30.666
2023/05/05,30.641
2023/05/08,30.673
2023/05/09,30.702
2023/05/10,30.729
2023/05/11,30.738
2023/05/12,30.758
2023/05/15,30.813
2023/05/16,30.805
2023/05/17,30.817
2023/05/18,30.766
2023/05/19,30.682
2023/05/22,30.677
2023/05/23,30.748
2023/05/24,30.794
2023/05/25,30.790
2023/05/26,30.748
2023/05/29,30.652
2023/05/30,30.660
2023/05/31,30.766
2023/06/01,30.740
2023/06/02,30.655
2023/06/05,30.695
2023/06/06,30.728
2023/06/07,30.712
2023/06/08,30.760
2023/06/09,30.725
2023/06/12,30.754
2023/06/13,30.716
2023/06/14,30.720
2023/06/15,30.724
2023/06/16,30.708
2023/06/17,30.738
2023/06/19,30.796
2023/06/20,30.890
2023/06/21,30.920
2023/06/26,31.017
2023/06/27,31.030
2023/06/28,31.072
2023/06/29,31.078
2023/06/30,31.135
2023/07/03,31.131
2023/07/04,31.116
2023/07/05,31.152
2023/07/06,31.220
2023/07/07,31.330
2023/07/10,31.385
2023/07/11,31.320
2023/07/12,31.238
2023/07/13,31.086
2023/07/14,30.893
2023/07/17,31.052
2023/07/18,30.996
2023/07/19,31.063
2023/07/20,31.077
2023/07/21,31.240
2023/07/24,31.352
2023/07/25,31.306
2023/07/26,31.252
2023/07/27,31.238
2023/07/28,31.390
2023/07/31,31.430
2023/08/01,31.518
2023/08/02,31.625
2023/08/04,31.691
2023/08/07,31.670
2023/08/08,31.810
2023/08/09,31.750
2023/08/10,31.762
2023/08/11,31.798
2023/08/14,31.924
2023/08/15,31.935
2023/08/16,31.895
2023/08/17,31.974
2023/08/18,31.942
2023/08/21,31.965
2023/08/22,31.938
2023/08/23,31.926
2023/08/24,31.795
2023/08/25,31.850
2023/08/28,31.874
2023/08/29,31.884
2023/08/30,31.856
2023/08/31,31.854
2023/09/01,31.861
2023/09/04,31.880
2023/09/05,31.895
2023/09/06,31.967
2023/09/07,31.995
2023/09/08,32.008
2023/09/11,31.980
2023/09/12,32.032
2023/09/13,31.968
2023/09/14,31.910
2023/09/15,31.928
2023/09/18,31.978
2023/09/19,32.002
2023/09/20,32.022
2023/09/21,32.112
2023/09/22,32.126
2023/09/23,32.122
2023/09/25,32.148
2023/09/26,32.228
2023/09/27,32.245
2023/09/28,32.268
2023/10/02,32.237
2023/10/03,32.328
2023/10/04,32.325
2023/10/05,32.261
2023/10/06,32.207
2023/10/11,32.122
2023/10/12,32.125
2023/10/13,32.219
2023/10/16,32.279
2023/10/17,32.295
2023/10/18,32.290
2023/10/19,32.323
2023/10/20,32.320
2023/10/23,32.348
2023/10/24,32.316
2023/10/25,32.341
2023/10/26,32.430
2023/10/27,32.425
2023/10/30,32.425
2023/10/31,32.419
2023/11/01,32.484
2023/11/02,32.361
2023/11/03,32.303
2023/11/06,32.143
2023/11/07,32.197
2023/11/08,32.248
2023/11/09,32.258
2023/11/10,32.352
2023/11/13,32.332
2023/11/14,32.330
2023/11/15,32.108
2023/11/16,32.010
2023/11/17,31.856
2023/11/20,31.658
2023/11/21,31.448
2023/11/22,31.595
2023/11/23,31.545
2023/11/24,31.628
2023/11/27,31.570
2023/11/28,31.468
2023/11/29,31.250
2023/11/30,31.260
2023/12/01,31.475
2023/12/04,31.415
2023/12/05,31.493
2023/12/06,31.505
2023/12/07,31.529
2023/12/08,31.374
2023/12/11,31.512
2023/12/12,31.509
2023/12/13,31.526
2023/12/14,31.330
2023/12/15,31.268
2023/12/18,31.314
2023/12/19,31.361
2023/12/20,31.310
2023/12/21,31.282
2023/12/22,31.203
2023/12/25,31.140
2023/12/26,31.065
2023/12/27,30.880
2023/12/28,30.718
2023/12/29,30.735
2024/01/02,30.866
2024/01/03,31.010
2024/01/04,31.016
2024/01/05,31.025
2024/01/08,31.001
2024/01/09,31.023
2024/01/10,31.140
2024/01/11,31.103
2024/01/12,31.129
2024/01/15,31.215
2024/01/16,31.392
2024/01/17,31.589
2024/01/18,31.571
2024/01/19,31.440
2024/01/22,31.352
2024/01/23,31.328
2024/01/24,31.345
2024/01/25,31.315
2024/01/26,31.305
2024/01/29,31.253
2024/01/30,31.162
2024/01/31,31.301
2024/02/01,31.338
2024/02/02,31.243
2024/02/05,31.375
2024/02/06,31.338
2024/02/07,31.358
2024/02/15,31.425
2024/02/16,31.364
2024/02/17,31.370
2024/02/19,31.395
2024/02/20,31.492
2024/02/21,31.525
2024/02/22,31.519
2024/02/23,31.555
2024/02/26,31.550
2024/02/27,31.570
2024/02/29,31.577
2024/03/01,31.606
2024/03/04,31.530
2024/03/05,31.565
2024/03/06,31.575
2024/03/07,31.536
2024/03/08,31.438
2024/03/11,31.414
2024/03/12,31.412
2024/03/13,31.460
2024/03/14,31.497
2024/03/15,31.593
2024/03/18,31.659
2024/03/19,31.772
2024/03/20,31.868
2024/03/21,31.832
2024/03/22,31.958
2024/03/25,31.865
2024/03/26,31.896
2024/03/27,31.998
2024/03/28,31.988
2024/03/29,31.99
2024/04/01,31.979
2024/04/02,32.076
2024/04/03,32.057
2024/04/08,32.095
2024/04/09,32.098
2024/04/10,32.02
2024/04/11,32.211
2024/04/12,32.293
2024/04/15,32.378
2024/04/16,32.49
2024/04/17,32.478
2024/04/18,32.376
2024/04/19,32.512
2024/04/22,32.636
2024/04/23,32.593
2024/04/24,32.528
2024/04/25,32.578
2024/04/26,32.56
2024/04/29,32.558
2024/04/30,32.542
2024/05/02,32.496
2024/05/03,32.376
2024/05/06,32.347
2024/05/07,32.37
2024/05/08,32.408
2024/05/09,32.46
2024/05/10,32.413
2024/05/13,32.411
2024/05/14,32.415
2024/05/15,32.312
2024/05/16,32.12
2024/05/17,32.206
2024/05/20,32.236
2024/05/21,32.294
2024/05/22,32.275
2024/05/23,32.246
2024/05/24,32.258
2024/05/27,32.187
2024/05/28,32.168
2024/05/29,32.298
2024/05/30,32.441
2024/05/31,32.42
2024/06/03,32.396
2024/06/04,32.394
2024/06/05,32.348
2024/06/06,32.28
2024/06/07,32.25
2024/06/11,32.395
2024/06/12,32.386
2024/06/13,32.33
2024/06/14,32.35
2024/06/17,32.385
2024/06/18,32.397
2024/06/19,32.358
2024/06/20,32.328
2024/06/21,32.369
2024/06/24,32.395
2024/06/25,32.443
2024/06/26,32.554
2024/06/27,32.53
2024/06/28,32.45
2024/07/01,32.546
2024/07/02,32.627
2024/07/03,32.632
2024/07/04,32.48
2024/07/05,32.475
2024/07/08,32.493
2024/07/09,32.54
2024/07/10,32.586
2024/07/11,32.506
2024/07/12,32.561
2024/07/15,32.572
2024/07/16,32.625
2024/07/17,32.616
2024/07/18,32.605
2024/07/19,32.73
2024/07/22,32.848
2024/07/23,32.838
2024/07/26,32.831
2024/07/29,32.87
2024/07/30,32.846
2024/07/31,32.836
2024/08/01,32.762
2024/08/02,32.817
2024/08/05,32.639
2024/08/06,32.688
2024/08/07,32.681
2024/08/08,32.593
2024/08/09,32.44
2024/08/12,32.46
2024/08/13,32.47
2024/08/14,32.304
2024/08/15,32.301
2024/08/16,32.288
2024/08/19,32.03
